Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,District
37.0,3.6,2.0,5.0,3.0,3.0,Have certificate,Full,5.65,Hà Đông
36.0,0.0,0.0,3.0,3.0,3.0,None,None,1.69,Thanh Oai
32.0,0.0,6.0,5.0,4.0,3.0,Have certificate,Full,7.6,Hà Đông
38.0,4.0,0.0,5.0,3.0,3.0,Have certificate,None,4.5,Hoàng Mai
45.0,3.6,3.5,3.0,3.0,2.0,Have certificate,Basic,9.5,Hà Đông
45.0,7.0,4.0,4.0,4.0,3.0,Have certificate,Basic,7.0,Đống Đa
32.0,3.2,4.0,4.0,3.0,3.0,None,None,5.4,Nam Từ Liêm
32.0,0.0,3.0,5.0,3.0,4.0,None,Full,5.2,Nam Từ Liêm
36.0,0.0,3.5,5.0,5.0,5.0,None,None,5.8,Nam Từ Liêm
32.0,1.0,3.0,3.0,2.0,3.0,Have certificate,Basic,1.95,Thanh Oai
35.0,4.2,3.0,4.0,3.0,4.0,Have certificate,Basic,6.7,Đống Đa
42.0,0.0,6.0,6.0,4.0,4.0,Have certificate,None,9.9,Thanh Trì
65.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,6.15,Hà Đông
50.0,5.4,0.0,5.0,4.0,4.0,Have certificate,Full,7.2,Hà Đông
30.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,5.98,Ba Đình
30.0,0.0,2.0,5.0,3.0,4.0,Have certificate,Basic,4.33,Long Biên
30.0,0.0,0.0,4.0,5.0,5.0,Have certificate,Full,6.2,Hoàng Mai
40.0,0.0,0.0,5.0,5.0,5.0,Have certificate,None,4.95,Đống Đa
40.0,0.0,0.0,4.0,5.0,5.0,Have certificate,Basic,6.0,Hoàng Mai
50.0,0.0,0.0,4.0,5.0,5.0,Have certificate,Basic,7.65,Hoàng Mai
50.0,4.5,0.0,5.0,5.0,5.0,None,Full,6.01,Bắc Từ Liêm
20.0,0.0,0.0,4.0,2.0,3.0,Have certificate,Full,2.85,Hai Bà Trưng
16.0,3.6,0.0,4.0,3.0,3.0,Sale contract,None,2.45,Đống Đa
35.0,0.0,0.0,5.0,4.0,4.0,Have certificate,None,5.2,Nam Từ Liêm
40.0,0.0,2.0,6.0,3.0,5.0,Have certificate,Full,7.65,Đống Đa
41.0,3.5,0.0,5.0,5.0,5.0,Have certificate,Full,5.7,Hoàng Mai
35.0,6.0,0.0,5.0,3.0,4.0,Have certificate,Full,5.0,Đống Đa
40.0,0.0,0.0,6.0,3.0,5.0,Have certificate,Full,10.3,Hoàng Mai
35.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,8.2,Hai Bà Trưng
25.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,4.8,Hai Bà Trưng
40.0,0.0,0.0,4.0,3.0,4.0,Have certificate,Basic,6.75,Hai Bà Trưng
35.0,3.8,2.0,5.0,4.0,3.0,Have certificate,Full,4.5,Hai Bà Trưng
33.0,3.6,3.0,5.0,3.0,4.0,Have certificate,Full,4.6,Hai Bà Trưng
40.0,0.0,0.0,4.0,4.0,3.0,Have certificate,None,3.56,Thanh Trì
34.0,4.0,3.0,5.0,3.0,3.0,Have certificate,Full,4.75,Hà Đông
36.6,4.0,2.0,4.0,3.0,2.0,Have certificate,Basic,3.05,Thanh Oai
50.0,4.0,3.0,5.0,4.0,4.0,Have certificate,None,6.2,Đống Đa
45.0,0.0,3.5,6.0,4.0,5.0,Have certificate,Full,9.8,Cầu Giấy
45.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Full,6.0,Cầu Giấy
40.0,4.5,3.0,5.0,3.0,4.0,Have certificate,Full,5.5,Long Biên
37.0,0.0,0.0,4.0,4.0,3.0,Have certificate,None,5.2,Hai Bà Trưng
45.0,3.8,3.0,5.0,5.0,4.0,Have certificate,None,5.8,Ba Đình
45.0,0.0,0.0,4.0,2.0,3.0,Have certificate,None,5.68,Nam Từ Liêm
50.0,0.0,0.0,3.0,3.0,2.0,Have certificate,Full,7.0,Nam Từ Liêm
68.0,6.8,5.0,3.0,4.0,2.0,Have certificate,None,8.5,Hoàng Mai
30.0,4.0,2.0,4.0,3.0,4.0,Have certificate,Full,4.14,Hoàng Mai
33.0,3.4,2.0,4.0,3.0,3.0,Have certificate,Full,5.35,Hai Bà Trưng
35.0,4.3,0.0,5.0,4.0,4.0,Have certificate,Full,6.9,Cầu Giấy
40.0,0.0,0.0,3.0,3.0,3.0,None,Full,4.2,Long Biên
50.0,0.0,0.0,5.0,5.0,4.0,Have certificate,Full,7.9,Nam Từ Liêm
35.0,0.0,0.0,5.0,3.0,4.0,None,None,5.0,Long Biên
45.0,0.0,0.0,5.0,4.0,4.0,None,Basic,5.5,Long Biên
67.0,4.3,0.0,4.0,3.0,3.0,None,Full,7.3,Long Biên
30.0,0.0,0.0,4.0,3.0,3.0,Have certificate,None,3.85,Long Biên
68.0,0.0,0.0,6.0,4.0,5.0,None,None,7.6,Long Biên
33.0,0.0,0.0,5.0,3.0,4.0,None,None,5.5,Long Biên
31.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,3.5,Bắc Từ Liêm
32.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,5.0,Nam Từ Liêm
48.0,0.0,0.0,4.0,4.0,3.0,Have certificate,None,6.8,Long Biên
32.0,2.0,3.0,4.0,3.0,3.0,Have certificate,None,4.58,Hai Bà Trưng
36.0,0.0,0.0,4.0,4.0,4.0,Have certificate,None,3.8,Bắc Từ Liêm
40.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Basic,6.2,Hoàng Mai
42.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,6.5,Thanh Xuân
43.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,7.4,Thanh Xuân
55.0,4.0,0.0,5.0,3.0,2.0,Have certificate,Basic,8.6,Long Biên
70.0,0.0,0.0,4.0,4.0,3.0,Have certificate,None,4.85,Thanh Trì
45.0,5.0,3.0,5.0,3.0,4.0,Have certificate,None,8.5,Cầu Giấy
56.0,4.0,6.0,3.0,4.0,4.0,Have certificate,None,6.7,Hà Đông
38.0,4.6,0.0,4.0,3.0,3.0,Have certificate,Full,6.1,Đống Đa
33.0,3.9,0.0,5.0,3.0,5.0,Have certificate,None,4.5,Long Biên
37.0,5.0,5.0,6.0,4.0,5.0,Have certificate,Full,6.45,Long Biên
32.0,4.0,2.5,4.0,3.0,3.0,Have certificate,Full,3.6,Bắc Từ Liêm
40.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,7.2,Thanh Xuân
40.0,0.0,0.0,5.0,4.0,3.0,Have certificate,Full,7.0,Tây Hồ
65.0,4.0,5.0,3.0,3.0,2.0,Have certificate,None,5.0,Đông Anh
36.0,4.5,2.5,5.0,4.0,4.0,Have certificate,Full,6.9,Hai Bà Trưng
45.0,5.4,5.0,5.0,4.0,5.0,Have certificate,Full,7.1,Hà Đông
36.0,4.62,2.2,5.0,4.0,4.0,Have certificate,None,5.0,Hoàng Mai
50.0,4.0,4.5,4.0,4.0,4.0,Have certificate,Full,8.9,Hoàng Mai
60.0,5.0,3.0,3.0,3.0,2.0,Have certificate,Full,6.6,Tây Hồ
34.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Basic,5.5,Nam Từ Liêm
50.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,7.65,Hai Bà Trưng
37.0,3.5,3.0,4.0,4.0,3.0,Have certificate,Full,3.7,Hà Đông
32.0,3.5,2.0,5.0,3.0,3.0,Have certificate,Full,3.29,Hà Đông
38.0,0.0,0.0,5.0,5.0,5.0,Have certificate,None,8.6,Hai Bà Trưng
30.0,0.0,0.0,5.0,4.0,3.0,Have certificate,None,7.98,Ba Đình
34.0,3.4,4.0,4.0,4.0,3.0,Have certificate,None,5.7,Hoàng Mai
48.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,7.2,Hà Đông
40.0,5.0,3.0,5.0,3.0,4.0,Have certificate,Basic,7.0,Hai Bà Trưng
32.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,4.5,Bắc Từ Liêm
32.0,0.0,0.0,3.0,3.0,2.0,Have certificate,Basic,1.9,Chương Mỹ
34.0,0.0,0.0,5.0,4.0,3.0,Have certificate,Full,5.95,Hai Bà Trưng
19.0,3.1,2.0,5.0,3.0,4.0,Have certificate,Full,3.75,Hoàn Kiếm
26.0,3.3,2.0,4.0,2.0,4.0,None,Full,1.5,Thanh Xuân
42.47,0.0,0.0,5.0,4.0,2.0,Have certificate,None,5.8,Hoài Đức
40.0,5.0,0.0,4.0,3.0,3.0,Have certificate,Basic,5.6,Bắc Từ Liêm
45.0,3.0,0.0,4.0,4.0,3.0,Have certificate,Full,5.5,Hà Đông
36.0,4.0,3.0,6.0,3.0,4.0,Have certificate,Basic,5.5,Hoàng Mai
39.0,3.6,3.0,4.0,2.0,2.0,Have certificate,Basic,5.3,Hoàng Mai
30.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Basic,6.9,Đống Đa
48.0,3.4,2.5,5.0,3.0,3.0,Have certificate,Basic,5.45,Hoàng Mai
40.0,0.0,0.0,6.0,3.0,5.0,Have certificate,Full,8.9,Quận Long Biên
30.0,4.4,0.0,5.0,3.0,3.0,Have certificate,Full,4.55,Hà Đông
33.0,0.0,0.0,3.0,3.0,2.0,Have certificate,Basic,1.7,Hà Đông
30.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,3.25,Hoài Đức
32.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Full,5.8,Hai Bà Trưng
31.0,0.0,0.0,4.0,4.0,2.0,Have certificate,Full,4.95,Nam Từ Liêm
25.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,3.35,Thanh Xuân
46.0,3.0,0.0,4.0,4.0,4.0,Have certificate,Full,4.3,Hà Đông
50.0,4.0,3.5,4.0,3.0,3.0,Have certificate,Full,3.6,Hoài Đức
16.0,4.0,1.0,5.0,3.0,4.0,Have certificate,Full,5.7,Hoàn Kiếm
35.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,6.0,Hà Đông
27.0,5.3,4.0,3.0,3.0,3.0,Have certificate,None,5.2,Hoàn Kiếm
50.0,4.0,4.0,5.0,4.0,4.0,Have certificate,Full,8.5,Hà Đông
30.0,4.0,2.5,3.0,2.0,2.0,Have certificate,None,3.25,Bắc Từ Liêm
38.7,0.0,0.0,4.0,4.0,2.0,Have certificate,None,6.15,Long Biên
30.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,5.2,Nam Từ Liêm
33.0,5.0,6.0,5.0,4.0,3.0,Have certificate,Basic,6.8,Long Biên
37.0,5.0,0.0,4.0,3.0,4.0,Have certificate,Full,9.8,Thanh Xuân
37.0,4.6,0.0,5.0,3.0,4.0,Have certificate,Full,4.95,Long Biên
38.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Basic,1.69,Thanh Oai
43.0,0.0,0.0,5.0,5.0,3.0,Have certificate,Full,8.5,Thanh Xuân
37.0,6.0,3.0,4.0,3.0,3.0,Have certificate,None,6.9,Hai Bà Trưng
42.0,4.0,4.0,5.0,4.0,5.0,Have certificate,Full,8.3,Hoàng Mai
48.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,8.2,Đống Đa
32.0,3.0,2.5,5.0,3.0,3.0,Have certificate,Full,6.1,Hai Bà Trưng
31.0,4.8,4.0,5.0,3.0,3.0,Have certificate,Basic,4.95,Hoàng Mai
35.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Full,4.95,Hoàng Mai
45.0,4.2,0.0,5.0,4.0,4.0,Have certificate,None,5.3,Hoàng Mai
42.0,0.0,0.0,6.0,5.0,4.0,Have certificate,None,9.9,Cầu Giấy
30.0,4.0,0.0,5.0,3.0,3.0,Have certificate,Basic,2.55,Hà Đông
33.0,0.0,0.0,5.0,4.0,3.0,Have certificate,None,6.1,Đống Đa
35.0,5.0,0.0,5.0,3.0,4.0,Have certificate,None,5.65,Cầu Giấy
37.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,4.95,Long Biên
45.0,4.5,0.0,5.0,3.0,4.0,Have certificate,None,9.5,Hà Đông
22.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,5.7,Hai Bà Trưng
57.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Basic,2.95,Quốc Oai
40.0,4.0,3.0,5.0,4.0,4.0,Have certificate,Full,5.35,Hoàng Mai
54.0,4.1,0.0,6.0,5.0,5.0,Have certificate,Basic,8.5,Thanh Trì
33.0,4.0,3.3,3.0,3.0,3.0,Have certificate,Basic,1.58,Thanh Oai
32.0,3.5,3.0,5.0,3.0,3.0,Have certificate,Full,2.5,Hà Đông
39.0,3.5,4.0,5.0,4.0,4.0,Have certificate,None,4.7,Thanh Trì
52.0,0.0,3.0,4.0,4.0,4.0,Have certificate,Basic,5.35,Hoàng Mai
56.0,5.8,2.5,4.0,3.0,3.0,Have certificate,Full,7.6,Hà Đông
45.0,5.0,3.0,4.0,4.0,4.0,Have certificate,None,6.5,Thanh Xuân
35.0,4.0,3.0,3.0,3.0,3.0,Have certificate,Full,1.9,Hà Đông
42.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,6.9,Tây Hồ
38.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,6.9,Cầu Giấy
35.0,3.5,0.0,5.0,4.0,4.0,Have certificate,Full,4.65,Long Biên
55.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,9.4,Cầu Giấy
30.0,0.0,0.0,4.0,2.0,3.0,Have certificate,None,3.7,Hoàng Mai
40.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,7.6,Bắc Từ Liêm
40.0,0.0,0.0,4.0,3.0,2.0,Have certificate,None,7.3,Thanh Xuân
35.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,6.1,Đống Đa
37.0,3.7,3.0,4.0,3.0,3.0,Have certificate,Basic,1.65,Thanh Oai
35.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,5.0,Nam Từ Liêm
34.0,4.0,4.5,6.0,4.0,5.0,Have certificate,Full,4.95,Long Biên
44.0,3.6,6.0,3.0,3.0,3.0,Have certificate,Basic,8.2,Long Biên
38.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,5.35,Hai Bà Trưng
45.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,5.5,Đống Đa
31.2,0.0,0.0,4.0,3.0,4.0,Have certificate,None,3.9,Bắc Từ Liêm
32.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,4.2,Hà Đông
43.0,0.0,0.0,5.0,5.0,5.0,Have certificate,Full,7.0,Tây Hồ
46.0,4.2,3.0,4.0,4.0,3.0,Have certificate,Basic,6.8,Cầu Giấy
35.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,7.0,Ba Đình
51.0,3.7,0.0,3.0,2.0,2.0,Have certificate,None,5.7,Hai Bà Trưng
40.0,7.3,0.0,5.0,3.0,4.0,Have certificate,Full,7.7,Long Biên
43.0,0.0,0.0,5.0,4.0,3.0,Have certificate,Full,8.0,Cầu Giấy
36.0,0.0,0.0,3.0,4.0,3.0,Have certificate,Basic,2.5,Hoài Đức
48.0,4.5,3.0,4.0,4.0,3.0,None,Basic,8.0,Nam Từ Liêm
34.0,3.4,3.0,4.0,3.0,3.0,Have certificate,None,5.33,Hai Bà Trưng
30.0,3.5,0.0,5.0,3.0,3.0,Have certificate,Full,7.0,Ba Đình
45.0,0.0,6.0,4.0,4.0,3.0,Have certificate,None,6.7,Long Biên
40.0,3.5,0.0,5.0,4.0,4.0,Have certificate,None,7.0,Hà Đông
40.0,4.2,5.0,6.0,4.0,4.0,Have certificate,Full,10.0,Cầu Giấy
39.0,4.3,5.0,5.0,3.0,4.0,Have certificate,Full,8.3,Đống Đa
60.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Basic,3.0,Chương Mỹ
38.0,3.6,3.0,5.0,3.0,4.0,Have certificate,Full,6.3,Đống Đa
31.0,0.0,0.0,3.0,3.0,3.0,None,None,3.4,Quận Long Biên
42.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,6.1,Hà Đông
37.0,3.3,0.0,4.0,4.0,2.0,Have certificate,Full,6.9,Hà Đông
46.0,4.8,0.0,3.0,4.0,3.0,Have certificate,Basic,2.85,Thanh Oai
53.0,4.0,0.0,4.0,5.0,4.0,Have certificate,None,4.3,Hoài Đức
35.0,0.0,0.0,4.0,4.0,3.0,Have certificate,None,2.5,Hà Đông
36.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,7.9,Hà Đông
45.0,3.9,3.0,6.0,4.0,4.0,Have certificate,Basic,7.85,Hoàng Mai
41.0,0.0,0.0,5.0,3.0,5.0,Have certificate,Full,5.95,Long Biên
35.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,5.2,Long Biên
35.0,3.7,3.0,5.0,2.0,2.0,Have certificate,Basic,5.75,Hoàng Mai
28.0,5.0,2.0,4.0,3.0,3.0,Have certificate,Full,4.6,Đống Đa
23.0,3.0,2.0,5.0,5.0,5.0,Have certificate,Full,3.55,Hoàn Kiếm
45.0,4.7,3.0,5.0,3.0,4.0,Have certificate,Full,7.7,Đống Đa
44.0,5.5,0.0,5.0,3.0,3.0,Have certificate,None,5.85,Thanh Xuân
35.0,3.5,4.0,5.0,3.0,3.0,Have certificate,None,5.25,Bắc Từ Liêm
35.0,4.0,2.0,5.0,5.0,5.0,Have certificate,Full,4.4,Thanh Trì
31.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,6.1,Long Biên
34.0,4.0,3.0,5.0,3.0,4.0,Have certificate,None,3.9,Long Biên
34.8,3.5,6.0,5.0,4.0,3.0,Have certificate,None,5.5,Hoàng Mai
48.0,5.0,4.0,5.0,4.0,4.0,Have certificate,Basic,3.7,Thanh Trì
40.0,5.0,5.0,5.0,3.0,2.0,Have certificate,Full,5.0,Thanh Xuân
30.0,4.3,3.0,6.0,3.0,4.0,Have certificate,Basic,4.15,Long Biên
32.0,0.0,0.0,4.0,3.0,4.0,None,None,5.1,Long Biên
20.0,3.3,2.0,4.0,3.0,3.0,Have certificate,Full,3.55,Thanh Xuân
28.0,3.1,3.0,4.0,4.0,3.0,Have certificate,Full,5.25,Tây Hồ
40.0,0.0,3.0,4.0,4.0,4.0,Have certificate,Basic,5.38,Hà Đông
58.0,0.0,4.0,5.0,3.0,2.0,Have certificate,None,6.2,Bắc Từ Liêm
42.0,3.8,3.0,5.0,4.0,5.0,Have certificate,Full,9.6,Bắc Từ Liêm
40.0,0.0,0.0,5.0,4.0,4.0,Have certificate,None,6.9,Ba Đình
40.5,0.0,3.0,4.0,4.0,3.0,Have certificate,Full,7.52,Đống Đa
35.0,3.5,3.0,4.0,4.0,3.0,Have certificate,Full,2.5,Hoài Đức
20.0,5.1,2.5,4.0,3.0,3.0,Have certificate,Full,3.2,Hai Bà Trưng
35.0,3.5,2.5,5.0,4.0,4.0,Have certificate,Full,5.59,Cầu Giấy
50.0,5.0,3.0,4.0,3.0,4.0,Have certificate,Basic,9.9,Tây Hồ
30.0,0.0,0.0,5.0,3.0,4.0,Have certificate,None,7.9,Ba Đình
33.0,4.0,2.5,5.0,4.0,4.0,Have certificate,None,4.7,Long Biên
32.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Basic,2.2,Hà Đông
60.0,0.0,2.5,4.0,4.0,4.0,Have certificate,Full,6.0,Long Biên
30.5,3.5,0.0,5.0,4.0,4.0,Have certificate,Full,5.88,Long Biên
40.0,0.0,0.0,3.0,3.0,3.0,Sale contract,Basic,2.35,Hoàng Mai
30.0,3.0,3.5,5.0,3.0,4.0,Have certificate,None,5.95,Thanh Trì
50.0,3.5,0.0,3.0,3.0,2.0,Have certificate,None,5.05,Hai Bà Trưng
30.0,0.0,0.0,5.0,3.0,3.0,Have certificate,Full,5.8,Đống Đa
35.0,3.3,3.0,6.0,3.0,3.0,Have certificate,Full,6.0,Long Biên
40.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Basic,6.9,Thanh Xuân
59.0,6.0,4.0,5.0,5.0,5.0,Have certificate,Full,9.8,Nam Từ Liêm
37.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Basic,2.85,Hà Đông
39.5,0.0,3.0,5.0,3.0,4.0,Have certificate,Full,6.89,Đống Đa
43.0,3.5,5.0,4.0,4.0,3.0,Have certificate,None,8.0,Hai Bà Trưng
39.5,0.0,2.5,4.0,4.0,3.0,Have certificate,Full,6.35,Đống Đa
42.69,0.0,0.0,5.0,4.0,4.0,Have certificate,None,7.15,Đống Đa
25.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,4.38,Đống Đa
41.6,0.0,3.0,5.0,4.0,4.0,Have certificate,Full,6.45,Đống Đa
40.0,4.0,5.0,5.0,4.0,4.0,Have certificate,Full,4.2,Long Biên
21.0,0.0,0.0,4.0,2.0,3.0,None,None,2.4,Hoàng Mai
40.0,4.0,2.0,4.0,3.0,3.0,Have certificate,Basic,2.65,Hoài Đức
50.0,5.0,3.0,6.0,4.0,5.0,Have certificate,Full,7.7,Đống Đa
32.0,4.2,0.0,5.0,3.0,4.0,Have certificate,None,6.2,Long Biên
62.0,6.6,2.0,4.0,4.0,3.0,Have certificate,Full,8.0,Hai Bà Trưng
40.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,9.5,Hà Đông
30.0,3.2,2.0,5.0,3.0,3.0,Have certificate,Full,4.6,Hai Bà Trưng
38.0,3.4,5.0,5.0,4.0,4.0,Have certificate,Full,5.7,Nam Từ Liêm
30.0,3.8,0.0,5.0,3.0,4.0,Have certificate,Full,5.45,Long Biên
55.0,4.0,5.0,5.0,3.0,4.0,Have certificate,Full,9.0,Long Biên
45.0,5.0,0.0,4.0,3.0,3.0,Have certificate,Full,6.9,Đống Đa
25.0,3.5,0.0,4.0,2.0,4.0,Have certificate,Full,5.2,Ba Đình
33.0,3.0,2.0,4.0,4.0,4.0,Have certificate,Full,4.3,Hoàng Mai
40.0,5.5,4.0,6.0,3.0,4.0,Have certificate,Full,6.0,Long Biên
35.0,3.3,2.8,3.0,4.0,3.0,Have certificate,Full,1.85,Chương Mỹ
32.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Basic,3.4,Hà Đông
20.0,0.0,0.0,4.0,3.0,3.0,Have certificate,None,3.35,Thanh Xuân
34.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,5.35,Hai Bà Trưng
38.0,4.0,0.0,4.0,2.0,3.0,Have certificate,None,3.85,Ba Đình
32.0,3.5,4.0,6.0,5.0,4.0,Have certificate,Full,6.0,Long Biên
38.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Basic,4.98,Đống Đa
35.0,0.0,0.0,5.0,4.0,3.0,None,Full,4.98,Đống Đa
59.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,4.6,Long Biên
56.0,3.8,3.0,4.0,4.0,3.0,Have certificate,Basic,5.6,Long Biên
32.0,3.8,2.3,5.0,4.0,4.0,Have certificate,Basic,3.6,Hoài Đức
43.0,0.0,0.0,5.0,5.0,5.0,Have certificate,Full,7.5,Đống Đa
34.0,5.1,2.7,5.0,3.0,4.0,Have certificate,Basic,4.9,Long Biên
40.0,3.6,0.0,4.0,3.0,3.0,None,None,5.75,Long Biên
30.0,3.7,0.0,5.0,3.0,4.0,Have certificate,None,5.68,Hai Bà Trưng
30.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,3.2,Hoài Đức
38.0,0.0,0.0,4.0,4.0,4.0,Have certificate,Full,4.79,Bắc Từ Liêm
35.0,0.0,3.0,4.0,3.0,3.0,Have certificate,Basic,2.9,Hà Đông
38.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Basic,2.1,Chương Mỹ
36.0,7.0,3.0,5.0,3.0,4.0,Have certificate,Full,5.65,Nam Từ Liêm
32.0,3.4,3.0,6.0,4.0,5.0,None,Full,5.7,Đống Đa
32.0,4.0,0.0,6.0,3.0,3.0,Have certificate,Full,5.6,Long Biên
31.0,3.0,0.0,4.0,4.0,4.0,Have certificate,Full,6.2,Hà Đông
24.3,2.38,0.0,4.0,4.0,4.0,Have certificate,None,7.1,Hà Đông
32.0,3.0,0.0,5.0,3.0,4.0,None,None,4.55,Long Biên
30.3,4.6,0.0,3.0,2.0,2.0,Have certificate,None,3.4,Hà Đông
30.0,0.0,0.0,4.0,2.0,3.0,Have certificate,None,3.7,Hoàng Mai
30.0,5.0,0.0,5.0,3.0,4.0,Have certificate,None,5.9,Hai Bà Trưng
40.0,4.5,3.0,3.0,3.0,2.0,Have certificate,Full,6.4,Nam Từ Liêm
46.0,0.0,3.0,3.0,3.0,3.0,Have certificate,None,2.63,Quốc Oai
32.0,3.6,2.5,4.0,4.0,3.0,Have certificate,None,2.9,Hoài Đức
40.0,4.5,2.0,6.0,3.0,4.0,Have certificate,None,9.3,Long Biên
50.0,0.0,0.0,4.0,5.0,4.0,Have certificate,Full,6.0,Cầu Giấy
32.0,4.0,3.0,4.0,3.0,3.0,Have certificate,Full,1.94,Chương Mỹ
56.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Basic,2.7,Quốc Oai
40.0,5.0,3.0,5.0,3.0,4.0,Have certificate,None,6.75,Hai Bà Trưng
35.0,4.5,3.0,5.0,3.0,3.0,Have certificate,Basic,7.5,Cầu Giấy
36.0,3.4,2.5,5.0,4.0,3.0,Have certificate,Basic,5.05,Nam Từ Liêm
49.0,5.0,4.0,3.0,3.0,3.0,Have certificate,Full,5.6,Hoàng Mai
49.0,4.0,4.0,5.0,3.0,3.0,Have certificate,Full,4.15,Hoàng Mai
36.0,0.0,0.0,4.0,4.0,3.0,Have certificate,None,2.6,Thanh Trì
23.5,4.0,4.0,5.0,3.0,3.0,Have certificate,Full,2.65,Hoàng Mai
35.0,6.6,4.0,5.0,3.0,3.0,Have certificate,Basic,4.05,Hoàng Mai
38.0,4.0,2.0,4.0,4.0,4.0,Have certificate,Full,7.9,Đống Đa
34.0,0.0,0.0,4.0,3.0,3.0,Have certificate,Full,4.98,Đống Đa
40.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,9.5,Đống Đa
30.0,4.0,5.0,5.0,4.0,4.0,Have certificate,Full,7.3,Đống Đa
30.0,0.0,0.0,6.0,3.0,4.0,Have certificate,Full,4.6,Long Biên
55.0,0.0,0.0,4.0,4.0,3.0,Have certificate,Full,8.5,Bắc Từ Liêm
33.0,0.0,0.0,5.0,4.0,4.0,Have certificate,Full,3.9,Long Biên
48.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Full,6.5,Long Biên
47.0,0.0,0.0,5.0,5.0,5.0,Have certificate,Basic,5.5,Long Biên
42.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,6.0,Bắc Từ Liêm
40.0,0.0,0.0,5.0,4.0,5.0,Have certificate,Full,5.5,Long Biên
42.0,4.0,3.0,5.0,4.0,3.0,Have certificate,Full,2.95,Thanh Trì
41.0,3.8,3.0,5.0,4.0,3.0,Have certificate,Full,3.75,Thanh Trì
40.0,4.0,3.5,5.0,4.0,3.0,Have certificate,Full,3.9,Hoàng Mai
36.0,0.0,0.0,5.0,4.0,3.0,Have certificate,Full,7.0,Long Biên
50.0,0.0,0.0,3.0,3.0,3.0,Have certificate,Full,8.5,Long Biên
40.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,5.4,Long Biên
56.0,5.8,2.5,4.0,5.0,4.0,Have certificate,None,7.6,Hà Đông
37.0,0.0,0.0,4.0,2.0,3.0,Have certificate,Full,6.5,Ba Đình
42.0,0.0,0.0,5.0,3.0,4.0,Have certificate,Full,4.7,Long Biên
